Date,Description,Amount,Category
2025-09-06,transaction at saravana bhavan,156.61,Food
2025-02-16,transaction at makemytrip,1443.82,Travel
2025-04-05,transaction at airtel,984.73,Bills
2025-02-23,transaction at gas agency,560.67,Bills
2025-06-22,transaction at air india,21037.92,Travel
2025-12-17,transaction at airasia,12100.86,Travel
2025-07-17,transaction at uber,475.67,Transport
2025-04-03,transaction at snapdeal,15996.31,Online Shopping
2025-04-13,transaction at jio fiber,5160.12,Bills
2025-05-14,transaction at amazon,2699.64,Online Shopping
2025-10-19,transaction at nilgiris,3228.48,Grocery
2025-01-29,transaction at nykaa,3568.12,Online Shopping
2025-04-17,transaction at yatra,6762.3,Travel
2025-06-24,transaction at dmart,544.78,Grocery
2025-04-15,transaction at taco bell,1101.8,Food
2025-02-13,transaction at taco bell,1128.29,Food
2025-04-06,transaction at makemytrip,19134.58,Travel
2025-03-18,transaction at ola,1018.39,Transport
2025-10-26,transaction at makemytrip,19742.44,Travel
2025-10-04,transaction at youtube premium,187.03,Entertainment
2025-04-28,transaction at kfc,127.36,Food
2025-11-23,transaction at nike,1858.95,Clothing
2025-12-20,transaction at ola,250.63,Transport
2025-02-08,transaction at flipkart,10418.07,Online Shopping
2025-09-05,transaction at aha,985.74,Entertainment
2025-04-11,transaction at bsnl,4636.66,Bills
2025-03-20,transaction at metro rail,951.47,Transport
2025-11-19,transaction at taco bell,666.0,Food
2025-02-22,transaction at apollo pharmacy,11745.45,Healthcare
2025-04-13,transaction at medplus,858.86,Healthcare
2025-08-31,transaction at tata cliq,11207.32,Online Shopping
2025-09-26,transaction at dmart,1184.05,Grocery
2025-04-10,transaction at allen solly,4320.01,Clothing
2025-04-28,transaction at hp world,22432.73,Electronics
2025-08-04,transaction at wrogn,4555.97,Clothing
2025-02-06,transaction at pantaloons,1907.9,Clothing
2025-03-02,transaction at biba,7375.27,Clothing
2025-03-30,transaction at meesho,669.53,Online Shopping
2025-05-08,transaction at ola,1492.62,Transport
2025-04-11,transaction at noise,148868.42,Electronics
2025-09-18,transaction at flipkart,11522.58,Online Shopping
2025-12-21,transaction at zee5,213.02,Entertainment
2025-06-08,transaction at spotify,187.67,Entertainment
2025-01-23,transaction at croma,126129.14,Electronics
2025-04-30,transaction at asus store,121321.31,Electronics
2025-04-28,transaction at us polo,2102.39,Clothing
2025-08-20,transaction at noise,144680.84,Electronics
2025-09-22,transaction at oyo,19247.19,Travel
2025-07-20,transaction at metro rail,979.18,Transport
2025-03-25,transaction at taco bell,156.73,Food
2025-02-18,transaction at us polo,1931.64,Clothing
2025-04-08,transaction at airtel,5832.54,Bills
2025-08-28,transaction at bmtc,1315.55,Transport
2025-02-09,transaction at nature's basket,797.81,Grocery
2025-11-10,transaction at burger king,406.97,Food
2025-11-09,transaction at gas agency,2512.27,Bills
2025-06-25,transaction at saravana bhavan,717.19,Food
2025-10-07,transaction at redbus,1214.72,Transport
2025-08-07,transaction at apple store,83700.47,Electronics
2025-04-16,transaction at tata cliq,5446.09,Online Shopping
2025-10-01,transaction at subway,786.96,Food
2025-05-10,transaction at gas agency,406.24,Bills
2025-12-20,transaction at dell exclusive,26880.08,Electronics
2025-12-26,transaction at tsrtc,1965.21,Transport
2025-06-23,transaction at fortis,2743.05,Healthcare
2025-04-04,transaction at air india,26089.3,Travel
2025-03-30,transaction at burger king,480.62,Food
2025-08-23,transaction at 1mg,11963.5,Healthcare
2025-03-06,transaction at bigbazaar,4701.17,Grocery
2025-02-14,transaction at fortis,12457.2,Healthcare
2025-12-02,transaction at youtube premium,151.27,Entertainment
2025-09-25,transaction at zee5,382.06,Entertainment
2025-03-21,transaction at apple store,31672.53,Electronics
2025-08-18,transaction at gas agency,5258.43,Bills
2025-06-06,transaction at meru cabs,515.45,Transport
2025-02-05,transaction at meesho,13971.68,Online Shopping
2025-03-16,transaction at uber,758.94,Transport
2025-07-18,transaction at indigo,22948.03,Travel
2025-04-03,transaction at oneplus,58886.94,Electronics
2025-03-06,transaction at gas agency,4427.04,Bills
2025-09-08,transaction at kauvery,2023.07,Healthcare
2025-10-18,transaction at apollo pharmacy,12768.23,Healthcare
2025-03-01,transaction at tneb,1569.14,Bills
2025-03-18,transaction at jio fiber,2957.84,Bills
2025-12-10,transaction at redbus,1883.94,Transport
2025-01-20,transaction at bigbazaar,3055.25,Grocery
2025-08-10,transaction at dmart,4970.88,Grocery
2025-11-15,transaction at levis,2678.87,Clothing
2025-10-22,transaction at property tax online,2159.24,Bills
2025-11-28,transaction at lenskart,1610.55,Online Shopping
2025-11-20,transaction at lenskart,6367.17,Online Shopping
2025-07-10,transaction at apple store,45072.31,Electronics
2025-12-10,transaction at saravana bhavan,262.16,Food
2025-06-15,transaction at spotify,457.0,Entertainment
2025-05-18,transaction at airasia,23295.11,Travel
2025-08-17,transaction at pharmeasy,16371.8,Healthcare
2025-06-23,transaction at airasia,8726.51,Travel
2025-08-28,transaction at pantaloons,1107.1,Clothing
2025-03-31,transaction at meru cabs,469.3,Transport
2025-07-21,transaction at medplus,16339.95,Healthcare
2025-10-17,transaction at tneb,3073.97,Bills
2025-03-29,transaction at aha,895.9,Entertainment
2025-03-15,transaction at samsung store,55623.48,Electronics
2025-08-12,transaction at snapdeal,8853.21,Online Shopping
2025-07-16,transaction at apple store,77660.99,Electronics
2025-07-02,transaction at pepperfry,16910.2,Online Shopping
2025-04-12,transaction at allen solly,3472.43,Clothing
2025-10-06,transaction at nature's basket,1267.28,Grocery
2025-06-23,transaction at ola,1504.8,Transport
2025-03-13,transaction at woodland,6784.91,Clothing
2025-05-26,transaction at airasia,17359.09,Travel
2025-08-10,transaction at allen solly,2073.43,Clothing
2025-09-07,transaction at vistara,21249.98,Travel
2025-10-14,transaction at goibibo,637.01,Travel
2025-03-16,transaction at meesho,13379.74,Online Shopping
2025-07-08,transaction at indigo,645.72,Travel
2025-09-02,transaction at samsung store,131791.02,Electronics
2025-02-08,transaction at air india,17890.12,Travel
2025-05-25,transaction at property tax online,904.58,Bills
2025-06-17,transaction at redbus,1838.98,Transport
2025-08-25,transaction at pharmeasy,12568.29,Healthcare
2025-09-18,transaction at burger king,862.68,Food
2025-03-04,transaction at biba,703.04,Clothing
2025-08-18,transaction at airasia,5058.31,Travel
2025-06-23,transaction at tata cliq,14791.89,Online Shopping
2025-12-21,transaction at starbucks,315.03,Food
2025-01-09,transaction at puma,5912.64,Clothing
2025-02-18,transaction at reliance digital,19881.19,Electronics
2025-04-19,transaction at fortis,17319.26,Healthcare
2025-04-23,transaction at irctc,14184.12,Travel
2025-09-06,transaction at goibibo,17686.79,Travel
2025-04-23,transaction at dmart,2993.96,Grocery
2025-05-20,transaction at kauvery,12846.82,Healthcare
2025-03-14,transaction at biba,6330.6,Clothing
2025-04-07,transaction at pharmeasy,17378.93,Healthcare
2025-08-14,transaction at allen solly,3444.23,Clothing
2025-08-27,transaction at us polo,1911.73,Clothing
2025-01-19,transaction at zee5,364.94,Entertainment
2025-05-10,transaction at tata cliq,8315.83,Online Shopping
2025-05-25,transaction at airtel,2374.79,Bills
2025-04-05,transaction at nike,6706.76,Clothing
2025-09-22,transaction at more supermarket,4944.64,Grocery
2025-08-17,transaction at kfc,356.24,Food
2025-01-24,transaction at tneb,570.26,Bills
2025-08-28,transaction at ajio,4660.59,Online Shopping
2025-01-12,transaction at chai point,362.03,Food
2025-07-12,transaction at yulu bikes,1258.32,Transport
2025-12-27,transaction at irctc,9349.01,Travel
2025-04-14,transaction at h&m,4321.91,Clothing
2025-02-24,transaction at ajio,5767.52,Online Shopping
2025-08-05,transaction at more supermarket,1707.0,Grocery
2025-09-08,transaction at irctc,25260.5,Travel
2025-01-30,transaction at bsnl,5054.85,Bills
2025-11-26,transaction at croma,13015.63,Electronics
2025-02-24,transaction at hotstar,738.66,Entertainment
2025-08-15,transaction at vistara,9939.41,Travel
2025-04-20,transaction at uber,1095.32,Transport
2025-01-24,transaction at mi store,79557.35,Electronics
2025-06-28,transaction at sonyliv,877.0,Entertainment
2025-04-11,transaction at airasia,7733.8,Travel
2025-08-30,transaction at boat lifestyle,14131.39,Electronics
2025-07-19,transaction at starbucks,651.01,Food
2025-09-20,transaction at sonyliv,447.98,Entertainment
2025-03-10,transaction at tneb,2869.21,Bills
2025-12-20,transaction at us polo,7351.62,Clothing
2025-01-18,transaction at goibibo,18781.06,Travel
2025-03-18,transaction at barbeque nation,1079.56,Food
2025-06-10,transaction at a2b,994.3,Food
2025-06-01,transaction at lenskart,19174.23,Online Shopping
2025-08-11,transaction at bsnl,1052.35,Bills
2025-04-08,transaction at snapdeal,15641.11,Online Shopping
2025-01-25,transaction at jio fiber,2232.88,Bills
2025-02-13,transaction at noise,146242.21,Electronics
2025-11-12,transaction at indigo,17614.68,Travel
2025-05-07,transaction at zara,6593.23,Clothing
2025-06-19,transaction at nature's basket,4591.08,Grocery
2025-07-20,transaction at bigbazaar,4652.42,Grocery
2025-07-07,transaction at subway,207.38,Food
2025-12-06,transaction at uber,277.66,Transport
2025-10-17,transaction at star bazaar,1226.08,Grocery
2025-06-21,transaction at yulu bikes,1859.92,Transport
2025-03-09,transaction at reliance digital,59539.88,Electronics
2025-09-22,transaction at cream stone,385.89,Food
2025-09-03,transaction at yatra,24862.99,Travel
2025-03-26,transaction at apple store,4672.95,Electronics
2025-08-15,transaction at flipkart,8857.51,Online Shopping
2025-11-07,transaction at levis,5773.41,Clothing
2025-01-20,transaction at amazon prime,345.99,Entertainment
2025-06-14,transaction at a2b,235.68,Food
2025-03-10,transaction at gaana,745.12,Entertainment
2025-06-07,transaction at zee5,835.25,Entertainment
2025-05-18,transaction at ola,1815.79,Transport
2025-04-15,transaction at aster,9395.38,Healthcare
2025-05-12,transaction at air india,20586.06,Travel
2025-12-10,transaction at pepperfry,10360.62,Online Shopping
2025-06-05,transaction at airasia,24792.07,Travel
2025-04-21,transaction at nature's basket,3824.03,Grocery
2025-06-01,transaction at spencers,3509.88,Grocery
2025-06-22,transaction at indigo,27326.08,Travel
2025-01-17,transaction at wrogn,6973.86,Clothing
2025-04-20,transaction at apple store,94947.9,Electronics
2025-08-18,transaction at redbus,776.13,Transport
2025-04-17,transaction at max fashion,2863.36,Clothing
2025-09-10,transaction at myntra,10413.28,Online Shopping
2025-07-17,transaction at oyo,2967.06,Travel
2025-04-20,transaction at ola,920.01,Transport
2025-12-11,transaction at airasia,24876.32,Travel
2025-06-14,transaction at vodafone idea,5276.3,Bills
2025-04-20,transaction at chai point,146.59,Food
2025-03-22,transaction at act fibernet,3449.75,Bills
2025-08-20,transaction at mi store,61262.59,Electronics
2025-11-03,transaction at apollo pharmacy,19959.97,Healthcare
2025-04-29,transaction at mcdonalds,1191.74,Food
2025-11-19,transaction at aha,530.69,Entertainment
2025-06-21,transaction at woodland,2503.3,Clothing
2025-09-15,transaction at barbeque nation,1161.55,Food
2025-05-12,transaction at apple music,212.79,Entertainment
2025-05-11,transaction at medplus,16518.09,Healthcare
2025-02-05,transaction at nature's basket,1105.22,Grocery
2025-04-13,transaction at metro rail,497.67,Transport
2025-01-25,transaction at goibibo,28534.39,Travel
2025-05-18,transaction at netmeds,17752.72,Healthcare
2025-04-13,transaction at oyo,11901.64,Travel
2025-11-29,transaction at puma,3538.15,Clothing
2025-08-04,transaction at amazon prime,801.64,Entertainment
2025-06-29,transaction at burger king,674.68,Food
2025-12-31,transaction at star bazaar,1222.79,Grocery
2025-06-07,transaction at netflix,744.82,Entertainment
2025-05-23,transaction at youtube premium,152.7,Entertainment
2025-10-24,transaction at croma,7645.24,Electronics
2025-08-20,transaction at paradise biryani,1206.33,Food
2025-08-12,transaction at spotify,521.01,Entertainment
2025-04-15,transaction at lenskart,4339.9,Online Shopping
2025-12-19,transaction at samsung store,85147.97,Electronics
2025-12-21,transaction at tata cliq,19129.99,Online Shopping
2025-01-04,transaction at airtel,708.03,Bills
2025-06-09,transaction at water board,1846.73,Bills
2025-09-06,transaction at nike,2003.49,Clothing
2025-09-14,transaction at indigo,10977.16,Travel
2025-09-16,transaction at airasia,5006.35,Travel
2025-11-30,transaction at property tax online,4281.98,Bills
2025-07-15,transaction at nilgiris,3147.08,Grocery
2025-10-13,transaction at zee5,210.54,Entertainment
2025-04-26,transaction at oneplus,109124.13,Electronics
2025-10-26,transaction at airasia,8681.09,Travel
2025-01-14,transaction at apple music,133.0,Entertainment
2025-11-01,transaction at sonyliv,279.45,Entertainment
2025-10-11,transaction at spotify,316.46,Entertainment
2025-03-05,transaction at cloudnine,9430.09,Healthcare
2025-05-03,transaction at jio fiber,5264.96,Bills
2025-04-30,transaction at vivo store,25307.36,Electronics
2025-05-04,transaction at property tax online,3894.78,Bills
2025-08-12,transaction at spencers,1099.24,Grocery
2025-05-19,transaction at tsrtc,504.93,Transport
2025-09-18,transaction at zee5,800.61,Entertainment
2025-12-05,transaction at cloudnine,10377.31,Healthcare
2025-10-09,transaction at puma,5481.39,Clothing
2025-04-06,transaction at oneplus,101717.97,Electronics
2025-04-02,transaction at jio fiber,463.68,Bills
2025-02-06,transaction at tneb,2588.63,Bills
2025-12-10,transaction at hp world,100023.31,Electronics
2025-09-18,transaction at cloudnine,4551.49,Healthcare
2025-08-21,transaction at booking.com,15255.35,Travel
2025-11-21,transaction at mi store,53497.25,Electronics
2025-08-03,transaction at levis,4003.98,Clothing
2025-06-10,transaction at burger king,402.31,Food
2025-09-07,transaction at meru cabs,1178.49,Transport
2025-03-21,transaction at property tax online,2686.5,Bills
2025-11-14,transaction at reliance digital,71195.72,Electronics
2025-02-10,transaction at meesho,2899.28,Online Shopping
2025-12-16,transaction at ola,1868.42,Transport
2025-08-08,transaction at boat lifestyle,106877.23,Electronics
2025-01-01,transaction at jiomart,4198.03,Grocery
2025-05-16,transaction at gaana,661.85,Entertainment
2025-07-04,transaction at meru cabs,1603.79,Transport
2025-01-18,transaction at dell exclusive,39239.39,Electronics
2025-06-16,transaction at ola,1425.93,Transport
2025-01-01,transaction at bmtc,863.68,Transport
2025-02-08,transaction at woodland,1934.4,Clothing
2025-11-07,transaction at nykaa,13298.55,Online Shopping
2025-05-25,transaction at croma,41636.74,Electronics
2025-02-10,transaction at snapdeal,5128.82,Online Shopping
2025-10-02,transaction at h&m,533.58,Clothing
2025-05-18,transaction at meru cabs,677.19,Transport
2025-10-19,transaction at barbeque nation,986.27,Food
2025-06-15,transaction at sonyliv,579.93,Entertainment
2025-04-06,transaction at max fashion,4405.96,Clothing
2025-03-24,transaction at levis,4233.95,Clothing
2025-03-19,transaction at apollo pharmacy,3794.16,Healthcare
2025-03-27,transaction at cream stone,585.17,Food
2025-11-24,transaction at starbucks,624.66,Food
2025-12-27,transaction at vistara,14448.81,Travel
2025-11-01,transaction at samsung store,75811.51,Electronics
2025-09-25,transaction at apple store,60321.93,Electronics
2025-12-12,transaction at fortis,5244.13,Healthcare
2025-11-06,transaction at booking.com,23541.71,Travel
2025-03-15,transaction at ajio,7219.14,Online Shopping
2025-07-02,transaction at gas agency,2143.18,Bills
2025-05-19,transaction at mcdonalds,1357.82,Food
2025-06-18,transaction at reliance fresh,631.66,Grocery
2025-08-18,transaction at nilgiris,3747.49,Grocery
2025-10-19,transaction at ajio,7304.85,Online Shopping
2025-05-01,transaction at ola,1301.46,Transport
2025-12-17,transaction at h&m,6003.79,Clothing
2025-10-30,transaction at aster,6794.18,Healthcare
